content,polarity
"Menurut saya shoope kurang mendukung dan meresahkan saat pemesanan dan pengiriman. Setelah memakai voucher pengguna baru kenapa semua barang gak bisa COD? Gratis ongkir katanya enggak juga malah bisa lebih mahalan ongkir daripada barangnya. Trus kenapa juga tiba2 saat mau dikirim tiba2 pesanan dibatalkan?? Udah tanya seller nya tapi dia bilang ""itu shoope yang otomatis batalin kak"" anjirr lahh. Pdhal udah pake voucher pengguna baru tapi disia-siain. Tolong diperhatikan atas ketidaknyamanannya",Negatif
"Selalu puas belanja di shoppe, ongkir gratis & selalu dapat diskon. Plus bisa cod.. Terima kasih shopee... Sukses selalu ya..",Positif
harga murah tapi ga bisa cod hahaha,Negatif
Voucher tidak bisa di pake di cod harus terhubung ke sea bank dulu,Positif
"Kecewa banget dengan pelayanan shopee, berkali-kali komplain, chat tanggapan lama dan tidak ada penyelesaian, kalau buat aplikasi itu dipikir sebab akibatnya, kayak gini penjual yg merasa dirugikan, katax transaksi aman lewat COD tapi disaat pengiriman, pembeli gk mau bayar langsung mengiyakan tanpa lihat di aplikasi kalau pembeli benar melakukan transaksi tersebut.",Negatif
"rada kek nipu nipu seller nya dsini, gak sesuai yang di tulisan toko nya, Tertampil di toko nya, bisa COD an, ternyata stelah di check out, gak bisa pilih COD an. saya dah kapok pilih cara transfer, karna udah zonk 3x barangnya gak dateng dateng setelah udah transfer.",Positif
"Lapaknya bagus, harganya memuaskan cuman untuk jasa pengiriman Sophee Express di AMBON MALUKU rata2 kurirnya sangat buruk dan tidak profesional,mereka ngeChat saya pd jam 12 tengah malam di saat saya tidur ,barang saya beberapa kali diretur karena kurirnya tdk mau mengantarkan barang ke alamat saya padahal saya pake sistem COD antar di tempat, beda dengan JNT Express kurirnya ramah dan profesional dan selalu antar di tempat, tolong ditinjau ulang para kurir Shopee EXpress yg ada di AMBON MALUKU",Positif
kok saya tidak bisa pilih metode pembayaran COD ya? knapa itu kira kira.,Negatif
Puas belanja di shopee apalagi pake cod cek dulu,Positif
Beli sekarang bayar nantik bisa cod barangnya sesuai,Positif
"Hemat tenaga,ngga ribet ,gratis ongkir, tinggal tunggu sambil ngopi,Datang barang bayar ,gampangkan..!! Alhamdulillah sudah bisa cod.",Positif
"Apk nya bgus sangat membantu dimasa pandemi gini dari mulai banyak promo promo nya,ada potongan ongkir juga,bisa cod tanpa min.pembelian,dulu aku kalau pengen cod harus transaksi lebih dari 50.000,tpi sekarang tanpa minimal pembelian loh,sama fitur shopeepay nya juga gampang bngt buat kalian yang masih baru aku rekomendasiin deh pake shopeepay buat pembayaran nya selain mudah,gk ada biaya penanganan, juga banyak voucher potongan ongkir juga loh,ada cashback,sama ada discount juga loh.",Positif
Halo...kenapa ya metode pembayaran saya jadi gak bisa cod? Mau beli barang apapun gakbisa cod. Katanya Alamat anda tidak mendukung COD... padahal saya download shopee udah 1 tahun lebih sebelumya bisa bisa aja cod... kok sekarang jadi gak bisa ya? Padahal saya udah Gold member juga... mohon perbaikannya ya agar metode pembayaran saya bisa Cod lagi seperti dulu🙏 terimakasih,Positif
Assalamualaikum Bantu Shoppi terimakasih Atas Beli free bagus Buy Original COD Hanya Untuk kamu👍👍 shopee Jangan instal ganggu game,Positif
"Sangat mengecewakan,paket saya tidak sampai ke tangan saya. Kurir shopee express tidak bertanggung jawab,teledor,dan tidak amanah. Paket saya diserahkan di alamat yang salah dan pada orang yang salah. Kurir tidak pernah menghubungi atau bertanya terlebih dahulu sebel um mengirim paket,main antar saja dan sok tahu bahwa alamat yang dituju sudah benar padahal salah. Apalagi barang yang saya beli sudah dibayar,bukan menggunakan sistem COD. Saya sangat merasa dirugikan sekali,mengecewakan.",Negatif
"Saya suka dengan aplikasi ini, namun saran aja, untuk metode pembayaran COD di hilangkan aja min, dari pada bentar2 liyat kurir cekcok sama planggan. Internet banking kan sudah ada. Yg primitif biar lah kaya dulu suru ke indomaret/alfamart bayar lewat kasir. Jadi yg nipu2 juga berkurang, banyak kan yg iseng ngerjain doang, pesen peke Metode COD alamat di cari ga ketemu nomor ga bisa di hubungi.",Positif
"Barang terjamin..pengiriman dan transaksinya gampang tidak pakai ribet, ada COD nya.... Yang penting lg perlu informasi detail prodak dan ukuran karena pelanggan dapat memanfaatkan dengan tepat dan berguna, o iya shopee ada bebas ongkirnya...tks....👍👍👍",Positif
Aku suka dengan cod orang pinggiran bisa miliki yg di suka,Positif
"Mantap pokok nya aplikasi shopee,tapi saran saya kalau mau beli barang pilih peminat atau pembeli yg banyak supaya barang nya terjamin aman dan sampai dilokasi ,itu aja si hehehe , jadi ketagihan ni belanja online, bisa bayar di tempat pulak /cod , bagus deh pokonya 👍🏿😌👍🏿 salam satu aspal",Positif
Aku kdng kesel si barangnya belum sampe tpi udh di retur aja trus pihak shopee matiin cod nya,Positif
"Belanja pertama kali di Shopee, asyik di tambah promo2 bebas ongkir, cashback dan yg lainx cuma utk free ongkirx lebih banyak kalo pembayaran melalui Shopee pay, kalo bisa diseimbangkan dong, saya lebih suka pembelian lewat COD nya jadi nggak ribet dan lebih tenang krn tinggal nunggu barang datang baru bayar.",Positif
Jelek GK pernah batalin pesan TPI kurirnya aj yg batalin pesananku dan pihak toko makanya fitur cod terblokir parahnya lagi sudah bayar ongkir tapi gak di antar rumah,Negatif
"Sukaa bgt banyak sekali pilihan barangnya dengan pilihan harga yg pas.. Udah gitu siip bgt bisa COD dan bnyak game"" nya yg bikin nggak bosen.. Udah gitu jika main game bisa dapet hadiah, the best pokoknya..",Positif
"Paket cod, tp kurir nya nganter seenak jidad, bayangin jam 8 malem belum ngasih kabar wa padahal kan jam segitu lagi istirahat ya.. mohon audit kurir area panggung Harjo Bantul, merugikan",Negatif
mengapa shope ditanah laut tidak bisa cod cek dulu,Negatif
Bos kenapa shopee sya gak bisa cod harus bayar dulu,Positif
E-Commerce paling top menyediakan berbagai macam keperluan kita sesuai dengan buget yg kita punya.. Selain itu banyak metode pembayarannya.. Tapi kalo bisa usahakan banyakin toko yg bisa COD ya krn biasanya yg bisa COD hanya beberapa toko saja,Positif
"Suka belanja di shopee, bisa cod",Positif
Ka knp akun ku g bisa cod. Sih . Mohon bntuan nya dong agar aku bisa cod pusing klo hrus ke alpa... Jd males blnja nya Krn ujugnya kt keluar rmh jg,Positif
"Klau cod cpet sampainya ,, giliran pkai shopeepay sengaja di perlambat pengirimannya ,,bikin kesal jdi males mau belanja pkai shopeepay",Positif
"Selalu puas order dishope,harga murah ,bagus,cod😊",Positif
Sukabanget menggunakan shoppi apa lagi selama ada pembayaran cod😁😁😁😁,Positif
fasilitas cod nya sgt membantu bg org2 yg ga pakai m-banking sprti sy.,Positif
Sangat membantu dan cod cek ditempat,Positif
"Belanja di shoope mantap,barang selalu datang dengan waktu yg ditentukan bahkan lebih cepat dari biasanya. Cuman saja cod nya kurang banyak,hanya gara gara pembeli lain yg bermasalah semua kena imbas tidak ada cod.",Positif
"Parah sihh... Melakukan Pembatalan sepihak dr Sistem Shopee dan Kurir, jd nya Sistem cod gw D non aktifkan,pdhal SDH menunggu tu paket,yg nolak siapa Yg kena imbas seller.. Gw udh Gold lohh SBG member, PERBAIKI SISTEM NY DUNG!! MANA IKLAN MUNCUL TERUS D GOOGLE, DAN KLAIM GARANSI JG AD BATASNYA HADEHH.. Tolong ITU KURIR ky NINJA,yg sopan kurang 200perak aja SY IKHLASIN DEH, EHH GILIRAN HARGA 11.120RP ,D BULETIN GOPE .. TAII LAH KAU KURIR BERMASKER.",Negatif
"Tdk perna mengecewakn selama pesan barang, sdh percaya pesan barang COD",Positif
"Saya sudah banyak berbelanja di aplikasi ini. Semakin lama semakin tidak memuaskan.. Sebagian barang tidak sampai akibat KURIR yang malas, sebagian toko ada yang mengurangi jumlah barang pesanan. Saya sebagai petani tidak memiliki kartu pembayaran dan tidak berhubungan dengan bank, jauh dari perkotaan. Satu²nya solusi hanyalah COD. Tapi sekarang COD sudah dibatasi.., Ya sudahlah.., hal demikian membuat saya jadi tidak ingin berbelanja lagi",Negatif
Bagus tapi kalau bisa CODnya ditambah,Positif
"Sangat membantu,... Oke,,, Produk-produknya bagus,, memuaskan dan ngga takut ketipu sellernya.... Aman, amanah........ Harga di dalamnyapun terjangkau sekali,, kualitas produknnya nggak kalah bersaing kok,, dibanding yang lain saya lebih cocok sama shopee... Ongkirnya pun menunjang sama saya yang alamatnya jauh sama ibukota... Jadi membantu sekali... COD nya pun tersedia...",Positif
"Kebantu banget sama shopee.. harga jauh lebih murah dengan banyak review. Awalnya kadang ragu kalo mau belanja online, tapi berkat shopee jadi udah ada solusinya ehehe.. Tenkyuu Shopee.. Promonya juga banyak.. Apa lagi gratis ongkir sama cashbacknya.. jadi bisa jauh lebih hemat deh.. fitur CODnya juga mantep.. CS shopee juga ramah, kalo ada kendala atau keluhan jadi enak ngefollupnya 🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗",Positif
secara keseluruhan bagus asik mantap dan mudah serta cepat... hanya saja konfirmasi kembalikan barang terlalu cepat cuma 3 hari.. mungkin lebih baik di tambah harinya karena tidak langsung di unboxing di hari itu karena ada kesibukan tertentu... dan satu lagi terkadang mau bayar cod salah satu toko tidak menyediakan cod... terimakasih semoga ada perubahan untuk shopee.. secara keseluruhan bagus .. terimakasih.,Positif
"Aplikasi ga jelas, ongkir terlalu mahal... Derita seller ketika potongan admin terlalu besar.. Jasa pengiriman tidak bisa kita yg nentuin. Sekalinya belanja, eh ga bisa COD soalnya yang nentuin jasa pengiriman pihak shopee itu sendiri. Mending di toko sebelah (LZ) lebih merakyat, ongkir standar, semua barang bisa COD. Hapus aja ga guna!!!",Positif
"Ckp m'bantu krn byk fasilitas, lbh dibanyakin promo2nya 😁, sekedar saran lbh selektif memilih seller, baru td siang ada kurir anter paket COD 326ribu, diresinya tertulis 2 barang dgn merk ""philips"" tp pas dipegang paketnya sgt ringan, saya memang pesan setrika & mixer philips tp kbetulan saya sudah transfer bukan COD & dana dikembalikan shopee lagi krn penjual tdk / belum update status pesanan saya sampai estimasi yg ditentukan, saya kembalikan saja k kurirnya.",Positif
"Cara pembayaran gampang buat yg tidak mempunyai atm, bisa sistem cod atau bisa top up shope pay lewat alfamart / indomart, packing barang bagus dan layanan aplikasi mudah dimengerti untuk pemula",Positif
"Kenapa metode pembayaran nya jadi susah ini bukan COD lagi nampak nya harus melalui bank cara pembayaran,saya kesal",Negatif
"Plis deh mau belanja online ribet bgt.. Segala ada fitur vidio bikin lemot.. Lama banget gambarnya kebuka, terus pas mau pembayaran metode shopee pay lemot malah ga bisa, akhirnya ga kebayaran malahan jdi COD",Negatif
"Saya suka belanja di Shopee banyak diskon nya,gratis ongkir nya,dll,apalagi belanja paķai Shopee player atau ada saldo yg kita isi, memudahkan semua nya dan ada COD nya juga. Pokoknya Ok lah Shopee selalu terdepan 🙂🙂👍",Positif
Saya seneng dan suka belanja di shopee bisa pilih jasa pengiriman dan pengiriman barangnya juga sangat cepat.kalo bisa ditambah lagi pilihan metode pembayarannya yaitu ada metode pembayaran cod(cash on dellivery) terimakasih shopee,Positif
"Hadeh, belanja di shopee sekarang ribetnya minta ampun. Gratis ongkir nya susah dipake, masa saldo shopeepay kita harus lebih dulu dari harga barang baru bisa chek out. Apa kabar dengan masyarakat yang punya uang pas-pasan. Udah gitu maksa banget lagi metode pembayaran nya harus pake cod/shopeepay/shopeepay later. Akhirnya saya beralih ke Toko sebelah yang warna hijau, lebih praktis bayar gak pake ribet dan banyak cashback nya lagi. (Edited)",Negatif
"Jujur aplikasi shopee sekarang itu jelek banget dan untuk memberikan vocer gratis ongkir pun harus rebutan dulu sama yg lainnya beda sama tahun-tahun sebelumnya yang memberikan vocer gratis ongkir secara cuma-cuma, Kitakan yg sering belanja di shopee butuh vocer itu buat potong ongkir nya apa lg buat yg pembayaran cod. Kalo kaya gitu mah mending pindah ke LAZADA yg memberi vocer gratis ongkir terus dan tentunya Banyak diskon.",Negatif
Makin anehh!!! Semua pilihan exspedisi shopeeexpress yg ga ada expres2 nya sama sekali! Bisa diganti cuma beberapa. Mana beberapa kurir kdg aneh ga mau kirim ke alamat tertera kdg dijakak cod/nunggu. Fix uninstal!,Negatif
"Dari dulu saya menggunakan shopee, ketelitian pembeli pun bisa di lihat dari deskripsi, meski pun ada kesalahan pasti dari pihak toko atau keterlambatan tim expedisi, Namun itu jarang terjadi karna ketelitian kita, Dan saya lebih nyaman menggunakan shopee karna dibawah 50rb sudah bisa (COD) thanks SHOPEE",Positif
Aplikasinya sebenarnya bagus tapi untuk HP saya suka banget keluar sendiri 😑 Dan juga memorinya kepakai besar banget 😐 Saya saran kan memorinya di perkecil lagi atau ada Shopee lite 😌 Dan juga kalau iklan sih tulisannya voucher gratis ongkir min belanja 0rp eh tiba di cek rupanya cuma boongan (gak semua barang bisa di pakai) 😒 eh juga kalau COD usahakan semua barang bisa COD jangan cuma 1 1 aja aku mau beli barang COD rupanya gak bisa jadinya deh 🔪 Sekian dari Ochi ❤,Negatif
"Untuk aplikasi nya sendiri bagus, hanya bermasalah di biaya pelayanan biaya penanganan kenapa makin banyak biaya² belom lagi klo pengiriman lewat agen, harus nambah 2rb katanya biaya admin, jadi makin males belanja klo banyak biaya², tolong dong shopee pikirin kami yang di tempat terpencil kadang klo mau cod Sampek rumah harus nambah lagi 5rb dari kurirnya sendiri. Tolong ya shopee dikurangin yang biaya² taik apalah itu.",Negatif
"Bagus sih, lengkapp. Tapi sayangnya Jarang yg COD. Jadi males belanja di shopee. Padahal suka bgt sm shopee krn lengkap. Tolong ditingkatkan lagi lah, banyakin COD nya klo bisa smua nya COD aja jan ribet ribettt lah.",Negatif
"Ini gimana boss...skrng kok blanja pake sistem COD,,kok susah sekali...pdhal di tko penjual mencantumkan sistem COD..pas giliran mau check out kok jdi tdk cod...sya cba ke setingan pembayaran biar bisa cod,tetep nda bisa..pdhal sya tdk pernah membatalkan setiap pesanan sblumnya ataupun kesalahan lainnya....jadi males klo mau blanja lgi boss....",Negatif
Belanja d shopee sngat bagus.tapi kenapa skrng sya tdk bisa cod lgi.pdhal mau pesan barang lgi.nnti ku ksh bintang 5 klau bisa cod lgi,Positif
"Payah, ada voucher free ongkir bisa cod min. Belanja rp.0 tapi pas liat metode pembayaran gak bisa bayar ditempat, pas udah pilih bayar di minimarket malah cuma ada setengah kode pembayarannya... sebenernya boleh dibeli atau nggak sih?",Negatif
Bagus..memudahkan saat ingin belanja tapi ga bisa keluar..bisa cod juga..tapi sayang..ribet saat harus pengembalian barang yg ga sesuai..kita harus antar sendiri ke kantor kurir..jika mau gratis ongkir..kalo di jemput harus bayar ongkir lagi🙈padahal kesalahan di penjual nya..tolong yaa..di kaji ulang..🙏🏼🥰 thanks shopee..semoga kedepannya tambah lebih baik lagi,Positif
"Saya makin heran...nambah stock aja, produk diblok ""produkmu sedang diperiksa"" Proses pembayaran COD, tiba2 hilang di beberapa produk yang saya jual, padahal saat saya cek dibagian jasa kirim, semua masih ON, order sudah masuk tapi untuk memproses harus nunggu keputusan pilihan jasa kirim hingga lebih dari 5 jam, akhirnya pesanan baru bisa dikirim esok harinya. Kenapa Shopee jadi begini☹️ Saya sebagai penjual jadi sasaran komplain lamanya pengiriman oleh pembeli, padahal sistim yg bikin lelet",Negatif
"Saya sudah sering berbelanja, n aman2 saja. Tapi saya sangat merasa tertipu saat membeli headphone di satu shopee mall. Karena, pada saat checkout estimasi ongkirnya dari wilayah Jawa Barat, tapi ternyata di laporan pengiriman, barang tersebut dikirim dari Jakarta. Permasalahannya adalah, dgn kejadian seperti ini terdapat selisih ongkir yg tentu saja menguntungkan pihak penjual n di sisi lain merugikan pembeli. Untung COD, karena barangnya bisa saya tolak. Berhati2lah dengan modus seperti ini!",Negatif
"Pelayanan sangat baik,tepat wktu. tolong setiap lapak belanja di shopee adain lebih banyak lagi sistem COD nya dong tapi tanpa minimum belanja atau 0Rp.krna cuman ada bbrpa akun belanja yg bisa lewat sistem COD.krna saya adalah pelanggan shopee yang tidak punya akun pembayaran lewat bank & klo lewat sistem alfa mart,indomart agak jauh jarak dri tempat saya & adain voucher belanja buat semua jenis pembayaran dong min,termasuk COD jngn bnyakin voucher lewat shopeepay / shopelater dong.",Positif
"Sejauh Ini sih Aplikasi nya bagus, pilihan barang nya banyak, tapi makin ke sini kok Voucher gratis Ongkir gk bisa ke pake ya, Voucher Gratis Ongkir minimal belanja 30rb, udah cekout lebih dr 30rb Voucher nya malah gk muncul selalu kayak gitu di berbagai macam toko, udah pake shopee pay iya, COD iya, Paylater iya, tetep aja gk muncul,. Padahal udah Platinum banyak penawaran menarik apa lah, konsultasi ke CS shopee cuma suruh screen shoot sana sini ujung² nya sesi berakhir dan gk ada solusi...",Positif
Dulu bagus gampang pesanya.skrg semakin kesini semakin susah pesanya dulu bisa bayar di Alfa/Indomaret / cod ya bsa skrg ga bisa harus isi saldo shopi pay bukane tmbh murah tmbh gampang skrg tmbh mahal.. dah lah hps aja ak ganti ke lazada atau yg lain yg gampang pesanya yg cocok untuk kaum miskin kaya saya,Negatif
"Aplikasi tai, di penjual gratis ongkir dan tidak ada min belanja.. Setelah check out ada ongkir rp.10.000.. Akhirnya ngalah saya beli, malah pembayaran COD tidak tersedia untuk alamat anda padahal dari penjual bisa COD.. Jauh sama Aplikasi lain yang sejenis!!!",Negatif
Sangat kecewa!! katanya garansi tepat waktu?pengiriman makin lamaa paket juga ga sampai padahal sudah bayar bukan cod!! yg dikirim menggunakan jasa spx seminggu tidak kunjung datang.dibatalkan juga tidak bisa!!! Voucher garansi nya juga hanya bisa diklaim 1 sisanya ga bisa di klaim?tolong tanggung jawab nya😭saya suka belanja di shoppe tapi kenapa pengiriman seperti ini?pengiriman dari Jakarta ke Bogor tapi kenapa berhenti didepok trus ga sampai udh seminggu nunggu.. tolong diperbaiki🙏,Negatif
"Aplikasi nya bagus tapi kurir-kurir nya pada malas nganter paket yg COD sangat sangat buruk untuk wilayah jakarta Utara, dan tidak pernah menghubungi konsumen ketika mau mengantarkan paket, dapet notif dri aplikasi bahwa paket sedang dikirim tapi tiba tiba kurir membatalkan dengan alasan salah alamat atau alasan yang lain, saya sarankan untuk di pertegas ke kurir kurir nya, SANGAT KECEWA DENGAN KURIR NYA TOLONG CATAT BAIK BAIK YAH. ATAS NAMA PRIBADI SANGAT KECEWA KARENA SUDAH 3 PAKET YG GAGAL.",Negatif
"Bagus aplikasi ini, tapi saya cari tempat klik COD tidak ketemu, mohon perbaiki apk ini ya, saya tidak sabar kalau sudah shopee 13 13, yang shopee 12 12 aja udah bagus, apalagi kalau udh tahun baru pasti bagus banget,kalian wajib donload, kalau sudah tahun baru pasti diskonnya tambah gede dan lebih seru lagi, semoga diskonnya gede, kalian kalo gak donload rugi banget, dulu saya gak percaya sama apk ini, tapi saya donload ternyata lebih bagus dari yang saya pikirkan, terimakasih shopee sukses trs",Positif
Enakan shopee yang dulu ga kayak sekarang. Dulu bisa milih langsung pengiriman lewat apa. Ada pilihannya jne sicepat jnt. Sekarang cuma tulisan reguler sama hemat. Dapat nya jnt mulu. Jnt di daerah saya lelet banget. Seenaknya banget membatalkan COD. Harus antri berjam jam ambil barang ke kantor. Karna kurir yang biasa antr kerumah sudah berhenti. Tolong dong shopee fitur pengiriman nya kayak dlu aja. Bisa pilih jne atau si cepat. Jgn reguler sama hemat. Jadi binggung. Jadi ribet banget,Negatif
"pesen udah 3 hari yang lalu tapi barang masih di kemas aja,, jelas saja nanti kalo dikirim barang sudah gak dibutuhkan.. tapi kalo mau di batalkan justru kita yang di blacklist dari sistem COD shopee gak bisa di andalkan.. ayo gaess pake toko biru aja. shopee justru berpihak sama pedagang yg gak amanah. 👎",Negatif
"Akhir² ini banyak toko di shopee yg barangnya di tulis di dikripsi dengan sitim COD, tapi begitu cek out diminta konfirmasi untuk memilih metode pembayaran. Dan tidak bisa dengan sistim COD. Dan banyak barang yg didiskripsi harganya murah begitu lihat barangnya barulah keluar harga aselinya yg mahal. Payahhh...",Negatif
"Pembatalan pesanan tidak bisa. Padahal cuma ganti metode pembayaran. Waktu permintaan pembatalan belum ada 5 menit.Dan saya cekout lagi, dgn maksud pembatalan berhasil.dari cod menjadi tf fia bank. Pengajuan pembatalan tidak di setujui penjual. Dan akhirnya pesanan sy di kirim dobel. Kejadian ini membuat sy kwcewa. Entah salah aplikasinya apa penyual harus di evaluasi..",Negatif
"Suka banget sama aplikasi shopee, aku sering belanja online d aplikasi ini, tapi ini kenapa tiba2 account shopee aku logout sendiri dan pas mau login lagi ko malah susah 😭😭 Padahal ada riwayat belanja aku yg blm dikirim dan itu pembayaran COD 😢 Tolong perbaikii..... 😥",Positif
"Shopee skrg vhocer gratis ongkirnya makin dikit.. itupun sisa vhocer utk pembayaran paylater sma shopeepay.. klo utk vhocer gratis ongkir luar pulau jawa udah nggak pernah dpat lagi malah.. jdinya mau pilih metode COD nggak bisa dpat gratis ongkirnya😔 utk metode pembayar paylater juga skrg harus verifikasi wajah,, pdhal udah pakai pin juga.. jadinya nggak bisa byar pakai paylater karna kamera dpan hp retak.. kayaknya skrg di shopee apa2 makin di persulit yah!? 😐",Positif
"Barang murah tapi gak bisa cod keseluruh Indonesia gak seperti lazada tapi dilazada harganya lebih mahal,kan kasihan kalau ada anak kecil yang hanya bisa bayar lewat metode cod dan sangat menginginkan produknya tapi hrus bayar diluar metode cod ,jadi tolong kembangkan lagi app dan layanan konsumen supaya bisa cod ke seluruh Indonesia",Negatif
"Sangat sangat mengecewakan setelah update, 1: saya sebagai seller sangat merasa kecewa terhadap kebijakan tidak bisa melihat nama sama nomber hp dikarenakan kalau bila mana ada kendala cod saya suka mengubungi langsung via no hp, atau jika bila mana stok tidak ada kita mudah untuk menghunginya, Dan dengan pengguna dropsif sangt sangat sulit untuk beriteraksi kembali.. Mohon untuk segera perbaiki ya kak semoga lebih baik.",Negatif
"hy shopee ,, gimana sih ,,setiap saya mau aktifkan voucher gratis selalu saja gak bisa ,, "" server error "" lah katanya ,, dan juga ongkir nya juga mahal😐 kadang saya merasa rugi belanja di shopee karna rugi di ongkir , katanya gratis ongkir , satu lagi pas belanja cod ny pesanan barang nya selalu lama banget datang nya ,, mohon di tinggatkan aktifkan voucher sms nya , karna say sudah mencoba berkali2 tapi SMS ny tidak datang2",Negatif
"Berikan kebebasan memilih layanan kurir, karena saya sangat kecewa dengan layanan shopee express, beberapa kali saya dapat layanan shopee express sangat mengecewakan kurirnya, ada yg taro barang sembangan saat tidak dirumah, dan mau main cancel aja untuk order COD yg tidak pas timing pengiriman nya.. bubarkan aja lahh shopee express..",Negatif
"Shopee makin kesini makin pelit. Katanya gratis ongkir tpi ttp aja tuh kena ongkir walau kenanya dikit tpi ttp aja bikin rugi costumer yg low budget. Skrg ada biaya pelayanan juga kalau bayar pakai shopeepa. Kalau yg COD biaya penanganan ny makin mahal. Masih mending lazada, gratis ongkirnya bener² murni 0 rupiah, biaya penanganan ny juga murah. Sy member platinum, semenjak shopee ky gitu, sy jarang belanja di shopee. Padahal sy dulu paling sering belanja di shopee.",Negatif
"Pembayaran sistem transfer agak ribet tidak seperti olshop sebelah, dan ada jg bagusnya ada sistem upload poto untuk tanda bukti sudah transfer Mudah mudahan diperbanyak lg sistem pembayaran melalui COD kl transfer saya nga punya tabungan dibank jd nitip ketemen saya dl",Positif
"Saya penjual star seller sudah bergabung di Shopee 6th ,,paket saya dinyatakan hilang oleh Shopee express COD tp tidak diganti sudah menunggu hampir 2 bulan. Di iklan Katanya COD aman tp kenyataannya. Pembeli jd kecewa menunggu paket dtg sebulan tp ternyata hilang",Negatif
"Suka Belanja karena sering dpt ongkir gratis,, Ada yg sy gak suka Shopee,, Krn pengalaman saya,, Brg yg sy beli itu sistem cek dulu,, Sy cek dulu sebelum bayar n barang yg sy beli rusak,, saya gak mau bayar,, padahal kurir sudah video brg rusak,, Kurir bilang gak usah dibayar bisa dikembalikan Krn brg rusak,, Tp sistem di Shopee sy dibilang menolak paket bukan di bilang kembalikan, Sudah 2x saya di blg tolak paket, peringatan Klo 3x nolak paket sistem COD akan di non aktifkan,,,",Positif
"Aplikasinya sih bagus tp kurirnya yg jelek. saya beli barang lewat COD dan itu sdh sering bgt. tgl 3 januari saya pesan barang via(jne exspres/jnt exspres lupa tepatnya). Di setiap pemesanan barang saya selalu kasih catatan no wa yg aktif biar gampang ngehubungin. Singkat cerita tgl 8 sdh ada notif barang akan diantar,saya tungguin gak muncul2. Sampe tgl 19 belum ada juga.Tgl 20 barangnya kembali k bjm,otomatis saya kaget, nomor hp dan wa gak ada yg d hubungi dr awal.Yg salah saya atau kurirnya?",Negatif
"Kecewa banget sama Shopee baru kemarin pake Shopee masa dapet notif dari Shopee ""maaf anda bukan pengguna baru hanya pengguna baru yang dapat menikmati promo zona baru"" padahal waktu pertama daftar akun katanya gratis ongkir 180 hari Trus pas pemebelian pertama di cancel trus sampe 2X dari pihak Shopee nya Dan sekarang saya mau beli barang lagi tapi gk bisa COD Barang nya bagus²,tapi layanan Shopee sangat Mengecewakan sekali Shopee Baru pertama pake Shopee saya langsung kecewa",Negatif
Apa ini aku kan mau belanja lah terus metode pembayaran COD tidak bisa digunakan padahal si penjual sudah mengaktif kan metode pembayaran COD mesti saya dapat masalah kayak begini lagi kemarin juga gitu tolong diperbaiki lagi ya😡,Negatif
"habis update malah makin hari sering ngelag , wifi lancar tapi tiap buka shopee lemot parah, sekarang nggak bisa co pake shopeepay, mau pesen shopeefood juga terpaksa cod karena pake shopeepay ngebug ngga keluar² menu pembayarannya.. tolong diperbaiki !",Negatif
"SUKAAA bangett sama aplikasi ini, semuanya jadi mudah terutama aku sebagai pelajar terbantu banget karena gapunya m banking bisa lewat indomaret atau alfamart bisa juga COD. Beli apapun serba ada komplit dan tentunya murah murahhh. POKONYA INI BAGUS BANGET♥",Positif
"hampir semua barang yang ada dirumah belinya di sini..emang mantul dah aplikasinya..barang yang dateng sesuai ekspetasi semua..cuma jasa kirimnya aja kurang, masa klo mao cod dalam negri harus pake limit harga. ..tapi memuaskan lah..kasih lebih banyak promo ya :v",Positif
"Pilihan kurirnya ga banyak, tolong tambahkan Ninja Express dan yang lain juga. Kebanyakan paket dialihkan ke J&T dan pelayanannya benar2 ga sesuai apalagi ketentuan COD. Karna tugas kurir mengantarkan pesanan sesuai alamat, bukan malah nitip kesana kemari atau malah janjian ditempat yang ga sesuai. Shopee sudah sangat bagus apalagi banyak promo gratis ongkir, tapi saya masih terkendala karna pilihan kurir yang disediakan ini. Jadi tolong di tindak lanjuti. Terima kasih.",Negatif
"Untuk barang relatif murah puas lah be""rapa kali belanja . Cuma saran saya 1.perbaiki lagi untuk loading 2.untuk system cod jangan tebang pilih daerah mana saja (kecuali dari pihak toko sendiri meniadakan cod) 3.misal pencarian kata kunci salah Harap perbaiki / beri opsi misal sok tkc (mungkin maksud anda shock ktc) kadang orang kan lupa....itu saja terima kasih👍",Positif
"Pertama sbg penjual, ternyata banyak pembeli curang dan penipu. Orderan pertama sistem COD barang sdh sampek dtolak alasan uang blm tersedia, orderan kedua pembeli minta pengembalian barang minta uang kembali separoh, saya minta pengembalian barang tpi saat barang saya terima gak sesuai dgn yg saya kirim saat itu (ditukar) tapi shopee memenangkan banding pembeli. Saya dirugikan 2x sbg penjual. Trs sering bermasalah saat menambah produk. Skrg masalah lagi saat pengiriman gak bisa keluar resi,dll",Negatif
